faculty,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,stat_id,stat_label,source_file,source_url,fetched_at_utc,error,order,param_year,param_semester,param_semestercurrent,param_admityear,param_fac,param_level,param_sex,param_student_type,param_nat,total_col,total_count,faculty_code,faculty_name,c1_label,c2_label,c3_label,c4_label,c5_label,c6_label,c7_label,c8_label,c9_label,c10_label,major,program_code,program_name,c11,c11_label,level,curriculum,curriculum_type,nationality_id_for_check,nationality_th,nationality_id,iso_alpha3,is_international,c12,c12_label,row_count,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c13_label,c14_label,c15_label,c16_label,c17_label,c18_label,c19_label,c20_label,c21_label,c22_label,c23_label,c24_label,c25_label,c26_label,c27_label,c28_label,c29_label,c30_label,c31_label,c32_label,c33_label,c34_label,c35_label,c36_label,c37_label,c38_label,c39_label,c40_label,c41_label,c42_label,c43_label,c44_label,c45_label,c46_label,c47_label,c48_label,c49_label,c50_label,c51_label,c52_label,c53_label,c54_label,c55_label,c56_label,c57_label
14 : คณะสัตวแพทยศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,4.0,14,คณะสัตวแพทยศาสตร์,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,0.0,หญิง,,,,,,,,,0.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,4.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
15 : คณะบริหารธุรกิจ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,29.0,15,คณะบริหารธุรกิจ,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,4.0,หญิง,,,,,,,,,8.0,รวม,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,29.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
16 : คณะเศรษฐศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,56.0,16,คณะเศรษฐศาสตร์,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,23.0,หญิง,,,,,,,,,34.0,รวม,,0.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,7.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,34.0,56.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
17 : คณะสถาปัตยกรรมศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,13.0,17,คณะสถาปัตยกรรมศาสตร์,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,7.0,หญิง,,,,,,,,,11.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
18 : คณะการสื่อสารมวลชน,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,7.0,18,คณะการสื่อสารมวลชน,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,3.0,หญิง,,,,,,,,,6.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
19 : คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,17.0,19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,4.0,หญิง,,,,,,,,,5.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,17.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
20 : คณะนิติศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,30.0,20,คณะนิติศาสตร์,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,8.0,หญิง,,,,,,,,,15.0,รวม,,7.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,30.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
21 : วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,51.0,21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,14.0,หญิง,,,,,,,,,40.0,รวม,,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,18.0,51.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
24 : วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,13.0,24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,0.0,หญิง,,,,,,,,,0.0,รวม,,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,7.0,13.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
25 : สถาบันนโยบายสาธารณะ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,7.0,25,สถาบันนโยบายสาธารณะ,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,0.0,หญิง,,,,,,,,,0.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
26 : สถาบันวิศวกรรมชีวการแพทย์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,5.0,26,สถาบันวิศวกรรมชีวการแพทย์,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,0.0,หญิง,,,,,,,,,0.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
27 : สถาบันวิจัยวิทยาศาสตร์สุขภาพ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,3.0,27,สถาบันวิจัยวิทยาศาสตร์สุขภาพ,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,0.0,หญิง,,,,,,,,,0.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
28 : วิทยาลัยพหุวิทยาการและสหวิทยาการ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2567__655b98e0.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2567&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:58+00:00,,sy,2567,3,3,999,999,999,999,999,999,c57,5.0,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,0.0,หญิง,,,,,,,,,0.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2568__bda185f6.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2568&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:52+00:00,,sy,2568,3,3,999,999,999,999,999,999,c57,46.0,01,คณะมนุษยศาสตร์,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,25.0,หญิง,,,,,,,,,41.0,รวม,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,46.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2568__bda185f6.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2568&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:52+00:00,,sy,2568,3,3,999,999,999,999,999,999,c57,49.0,02,คณะศึกษาศาสตร์,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,23.0,หญิง,,,,,,,,,36.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,32.0,49.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
03 : คณะวิจิตรศิลป์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2568__bda185f6.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2568&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:52+00:00,,sy,2568,3,3,999,999,999,999,999,999,c57,44.0,03,คณะวิจิตรศิลป์,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,26.0,หญิง,,,,,,,,,39.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,44.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
04 : คณะสังคมศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,s003002,graduates_by_graduation_semester,data_s003002__admityear-999_fac-999_level-999_nat-999_semester-3_semestercurrent-3_sex-999_student_type-999_year-2568__bda185f6.json,https://api-statistic.reg.cmu.ac.th/v1/data/s003002?year=2568&semester=3&semestercurrent=3&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:52+00:00,,sy,2568,3,3,999,999,999,999,999,999,c57,10.0,04,คณะสังคมศาสตร์,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,,,,2.0,หญิง,,,,,,,,,5.0,รวม,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,10.0,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม,ชาย,หญิง,รวม
