stat_id,faculty_code,faculty_name,program_code,program_name,level,curriculum_type,current_students,param_year,param_semester,param_admityear,source_file
s001004,01,คณะมนุษยศาสตร์,01,ภาษาอังกฤษ,,,534.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,08,คณะเกษตรศาสตร์,14,สัตวศาสตร์,,,512.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,13,คณะอุตสาหกรรมเกษตร,01,วิทยาศาสตร์และเทคโนโลยีการอาหาร,,,504.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,06,คณะวิศวกรรมศาสตร์,02,วิศวกรรมไฟฟ้า,,,476.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,04,คณะสังคมศาสตร์,03,สังคมวิทยาและมานุษยวิทยา,,,457.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,14,คณะสัตวแพทยศาสตร์,01,สัตวแพทยศาสตร์,,,444.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,01,นวัตกรรมดิจิทัล,,,433.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,01,คณะมนุษยศาสตร์,14,การท่องเที่ยวและการโรงแรม,,,423.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,11,คณะเทคนิคการแพทย์,01,เทคนิคการแพทย์,,,417.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,17,คณะสถาปัตยกรรมศาสตร์,01,สถาปัตยกรรมศาสตร์,,,413.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,09,คณะทันตแพทยศาสตร์,01,ทันตแพทยศาสตร์,,,387.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,06,คณะวิศวกรรมศาสตร์,08,วิศวกรรมคอมพิวเตอร์,,,374.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
