faculty_code,faculty_name,level,program_name,curriculum_type,current_students,over_program_students,over_program_rate,source_file
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมเหมืองแร่),ไทย,57.0,22.0,0.38596491228070173,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
15,คณะบริหารธุรกิจ,ปริญญาโท,วท.ม. (การเงิน),ไทย,70.0,27.0,0.38571428571428573,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาโท,วท.ม. (เกษตรศาสตร์),ไทย,13.0,5.0,0.38461538461538464,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาโท,พย.ม.,นานาชาติ,13.0,5.0,0.38461538461538464,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (ชีววิทยา),ไทย,34.0,13.0,0.38235294117647056,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
26,สถาบันวิศวกรรมชีวการแพทย์,ปริญญาโท,วศ.ม. (วิศวกรรมชีวการแพทย์),นานาชาติ,16.0,6.0,0.375,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาเอก,ปร.ด. (การบริหารการศึกษา),ไทย,24.0,9.0,0.375,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาโท,วท.ม. (วิทยาศาสตร์รังสีการแพทย์),นานาชาติ,8.0,3.0,0.375,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,ปริญญาเอก,ปร.ด. (การจัดการความรู้และนวัตกรรม),นานาชาติ,32.0,12.0,0.375,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
09,คณะทันตแพทยศาสตร์,ประกาศนียบัตรบัณฑิต,ป.บัณฑิต ทางวิทยาศาสตร์การแพทย์คลินิก (ทันตแพทยศาสตร์),ไทย,102.0,38.0,0.37254901960784315,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
26,สถาบันวิศวกรรมชีวการแพทย์,ปริญญาเอก,ปร.ด. (วิศวกรรมชีวการแพทย์),นานาชาติ,11.0,4.0,0.36363636363636365,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (การสอนคณิตศาสตร์),ไทย,11.0,4.0,0.36363636363636365,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,ปริญญาโท,รป.ม.,ไทย,139.0,49.0,0.35251798561151076,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาเอก,ปร.ด. (สตรี เพศภาวะและเพศวิถีศึกษา),นานาชาติ,23.0,8.0,0.34782608695652173,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (วิทยาศาสตร์สิ่งแวดล้อม),ไทย,6.0,2.0,0.3333333333333333,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาโท,วท.ม. (กายวิภาคศาสตร์),ไทย,3.0,1.0,0.3333333333333333,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (ดาราศาสตร์),นานาชาติ,15.0,5.0,0.3333333333333333,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (การบริหารการศึกษา),ไทย,157.0,51.0,0.3248407643312102,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,วท.ม. (จิตวิทยาองค์การ ทรัพยากรมนุษย์และการทำงาน),ไทย,37.0,12.0,0.32432432432432434,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาโท,วท.ม. (เกษตรศาสตร์),ไทย,25.0,8.0,0.32,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วท.ม. (การจัดการอุตสาหกรรม),ไทย,47.0,15.0,0.3191489361702128,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาโท,วท.ม. (ชีวเคมี),ไทย,22.0,7.0,0.3181818181818182,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (จุลชีววิทยาประยุกต์),นานาชาติ,19.0,6.0,0.3157894736842105,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,ปริญญาโท,วท.ม. (นิติวิทยาศาสตร์),ไทย,16.0,5.0,0.3125,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
22,คณะสาธารณสุขศาสตร์,ปริญญาโท,ส.ม.,ไทย,72.0,22.0,0.3055555555555556,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาเอก,วท.ด. (สัตวศาสตร์),ไทย,10.0,3.0,0.3,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาโท,ศป.ม. (ทัศนศิลป์),ไทย,44.0,13.0,0.29545454545454547,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
25,สถาบันนโยบายสาธารณะ,ปริญญาโท,ศศ.ม. (นโยบายสาธารณะ),นานาชาติ,45.0,13.0,0.28888888888888886,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,ปริญญาโท,ศศ.วท.ม. (บูรณาการศาสตร์),ไทย,21.0,6.0,0.2857142857142857,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,ศศ.ม. (สารสนเทศศาสตร์),ไทย,14.0,4.0,0.2857142857142857,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาโท,กภ.ม.,ไทย,15.0,4.0,0.26666666666666666,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
09,คณะทันตแพทยศาสตร์,ปริญญาเอก,ปร.ด. (โอษฐวิทยา),นานาชาติ,31.0,8.0,0.25806451612903225,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (วิทยาศาสตร์สิ่งแวดล้อม),นานาชาติ,8.0,2.0,0.25,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาเอก,ปร.ด. (ปฐพีศาสตร์สิ่งแวดล้อม),ไทย,4.0,1.0,0.25,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (คณิตศาสตร์),ไทย,12.0,3.0,0.25,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,ปร.ด. (เวชศาสตร์ชุมชน),นานาชาติ,8.0,2.0,0.25,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,ปริญญาโท,ร.ม. (การเมืองและการปกครอง),ไทย,52.0,13.0,0.25,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
10,คณะเภสัชศาสตร์,ปริญญาโท,วท.ม. (วิทยาศาสตร์เครื่องสำอาง),ไทย,37.0,9.0,0.24324324324324326,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมคอมพิวเตอร์),ไทย,57.0,13.0,0.22807017543859648,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
15,คณะบริหารธุรกิจ,ปริญญาโท,บธ.ม. (นวัตกรรมธุรกิจสำหรับผู้บริหาร),ไทย,119.0,26.0,0.2184873949579832,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (คณิตศาสตร์),นานาชาติ,14.0,3.0,0.21428571428571427,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
27,สถาบันวิจัยวิทยาศาสตร์สุขภาพ,ปริญญาเอก,ปร.ด. (การวิจัยวิทยาศาสตร์สุขภาพ),นานาชาติ,33.0,7.0,0.21212121212121213,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาเอก,ศล.ด. (ศิลปะและการออกแบบ),ไทย,48.0,10.0,0.20833333333333334,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาเอก,วท.ด. (โรคพืช),ไทย,15.0,3.0,0.2,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
09,คณะทันตแพทยศาสตร์,ปริญญาโท,วท.ม. (ทันตกรรมจัดฟัน),ไทย,10.0,2.0,0.2,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาเอก,ปร.ด. (วิทยาศาสตร์ชีวการแพทย์),นานาชาติ,40.0,8.0,0.2,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาเอก,ปร.ด. (ดนตรี),ไทย,5.0,1.0,0.2,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศล.บ. (ศิลปะภาพพิมพ์),ไทย,151.0,30.0,0.1986754966887417,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศป.บ. (ประติมากรรม),ไทย,165.0,32.0,0.19393939393939394,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาโท,วท.ม. (จุลชีววิทยา),นานาชาติ,16.0,3.0,0.1875,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
10,คณะเภสัชศาสตร์,ปริญญาเอก,วท.ด. (เภสัชศาสตร์),นานาชาติ,60.0,11.0,0.18333333333333332,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,ปริญญาตรี,ศศ.บ. (แอนนิเมชันและวิชวลเอฟเฟกต์),สองภาษา,67.0,12.0,0.1791044776119403,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมเครื่องกล),ไทย,957.0,163.0,0.1703239289446186,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมไฟฟ้า),ไทย,31.0,5.0,0.16129032258064516,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (คณิตศาสตร์ประยุกต์),ไทย,13.0,2.0,0.15384615384615385,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,วท.ม. (ภูมิศาสตร์และภูมิสารสนเทศศาสตร์),ไทย,20.0,3.0,0.15,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (คณิตศาสตร์),ไทย,140.0,21.0,0.15,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาเอก,วศ.ด. (วิศวกรรมพลังงาน),ไทย,14.0,2.0,0.14285714285714285,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศล.บ. (สหศาสตร์ศิลป์),ไทย,161.0,23.0,0.14285714285714285,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
17,คณะสถาปัตยกรรมศาสตร์,ปริญญาโท,สถ.ม. (สถาปัตยกรรม),นานาชาติ,14.0,2.0,0.14285714285714285,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,ปร.ด. (วิทยาศาสตร์การแพทย์),นานาชาติ,43.0,6.0,0.13953488372093023,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,ปริญญาตรี,วท.บ. (วิศวกรรมซอฟต์แวร์),นานาชาติ,281.0,37.0,0.13167259786476868,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
09,คณะทันตแพทยศาสตร์,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (ทันตแพทยศาสตร์),ไทย,38.0,5.0,0.13157894736842105,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,ปริญญาโท,วท.ม. (วิทยาศาสตร์การกีฬา),ไทย,38.0,5.0,0.13157894736842105,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมอุตสาหการ),ไทย,961.0,123.0,0.1279916753381894,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมสิ่งแวดล้อม),ไทย,307.0,39.0,0.1270358306188925,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (อุตสาหกรรมศึกษา),ไทย,50.0,6.0,0.12,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (ฟิสิกส์),ไทย,123.0,14.0,0.11382113821138211,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,ปริญญาตรี,วท.บ. (ดิจิทัลเกม),สองภาษา,71.0,8.0,0.11267605633802817,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
17,คณะสถาปัตยกรรมศาสตร์,ปริญญาตรี,วท.บ. (สถาปัตยกรรม),ไทย,125.0,14.0,0.112,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมเทคโนโลยีพลาสมาและระบบกลไฟฟ้าจุลภาค),ไทย,9.0,1.0,0.1111111111111111,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (สถิติ),ไทย,163.0,18.0,0.11042944785276074,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมบูรณาการ),ไทย,147.0,16.0,0.10884353741496598,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมโยธา),ไทย,525.0,53.0,0.10095238095238095,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (สัตววิทยา),ไทย,70.0,7.0,0.1,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
22,คณะสาธารณสุขศาสตร์,ปริญญาเอก,ส.ด.,นานาชาติ,10.0,1.0,0.1,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาตรี,วท.บ. (วิศวกรรมกระบวนการอาหาร),ไทย,285.0,28.0,0.09824561403508772,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (ศิลปศึกษา),ไทย,146.0,14.0,0.0958904109589041,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,ปริญญาตรี,ศศ.บ. (การจัดการสมัยใหม่และเทคโนโลยีสารสนเทศ),ไทย,434.0,41.0,0.0944700460829493,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศป.บ. (สื่อศิลปะและการออกแบบสื่อ),ไทย,216.0,20.0,0.09259259259259259,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
16,คณะเศรษฐศาสตร์,ปริญญาตรี,ศ.บ.,ไทย,1650.0,151.0,0.09151515151515152,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมคอมพิวเตอร์),ไทย,374.0,33.0,0.08823529411764706,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (ภาษาและวัฒนธรรมพม่า),ไทย,80.0,7.0,0.0875,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาตรี,วท.บ. (กิจกรรมบำบัด),ไทย,301.0,26.0,0.08637873754152824,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมไฟฟ้า),ไทย,476.0,41.0,0.0861344537815126,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศล.บ. (การถ่ายภาพสร้างสรรค์),ไทย,199.0,17.0,0.08542713567839195,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาตรี,วท.บ. (เทคโนโลยีชีวภาพทางอุตสาหกรรมเกษตร),ไทย,298.0,25.0,0.08389261744966443,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (เคมี),ไทย,108.0,9.0,0.08333333333333333,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (พลศึกษา),ไทย,154.0,12.0,0.07792207792207792,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศป.บ. (จิตรกรรม),ไทย,146.0,11.0,0.07534246575342465,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
15,คณะบริหารธุรกิจ,ปริญญาตรี,บธ.บ.,ไทย,883.0,64.0,0.072480181200453,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (สารสนเทศศึกษา),ไทย,291.0,20.0,0.06872852233676977,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศล.บ. (ศิลปะการแสดง),ไทย,147.0,10.0,0.06802721088435375,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
15,คณะบริหารธุรกิจ,ปริญญาตรี,บธ.บ. (การจัดการธุรกิจบริการ),สามภาษา,237.0,16.0,0.06751054852320675,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาตรี,วท.บ. (เกษตรศาสตร์),ไทย,930.0,62.0,0.06666666666666667,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (วิทยาการคอมพิวเตอร์),ไทย,344.0,22.0,0.06395348837209303,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (วิทยาการข้อมูล),ไทย,172.0,11.0,0.06395348837209303,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
18,คณะการสื่อสารมวลชน,ปริญญาตรี,ศศ.บ. (ภาพยนตร์ดิจิทัล),สองภาษา,239.0,15.0,0.06276150627615062,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาตรี,วท.บ. (เทคโนโลยีการบรรจุ),ไทย,246.0,15.0,0.06097560975609756,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (เคมี),ไทย,182.0,11.0,0.06043956043956044,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
